id,entryTime,exitTime,side,levelType,levelPrice,entryPrice,barsHeld,exitReason,pnl_pts,mfe_pts,mae_pts,won,entry_gamma_flip,entry_gamma_flip_dist_raw,entry_total_gex,entry_gamma_imbalance,entry_regime,entry_in_dir_wall,entry_in_dir_wall_dist,entry_in_dir_wall_strength,entry_opp_wall,entry_opp_wall_dist,entry_opp_wall_strength,entry_iv,entry_skew,snapshots_during_trade,gamma_flip_drift_raw,gamma_flip_drift_signed_dir,in_dir_wall_strength_pct_change,opp_wall_strength_pct_change,in_dir_wall_move_raw,opp_wall_move_raw,total_gex_change_pct,gamma_imbalance_change,regime_changed,exit_regime,iv_change,skew_change
T000562,2025-11-25T16:29:00.000Z,2025-11-25T17:19:24.000Z,long,S4,24836.9500,24844.0000,50.0000,take_profit,120.2500,118.2500,4.2500,1.0000,22644.8700,2199.1300,-2637699342.5562,-0.4449,negative,24713.3800,130.6200,1022133088.9638,25949.0500,1105.0500,184593761.5750,[object Object],-0.0224,4.0000,224.1200,-224.1200,-0.4340,0.4109,-171.3700,256.8200,0.6998,0.2182,1.0000,neutral,-0.0196,-0.0325
T000563,2025-11-26T16:09:00.000Z,2025-11-26T17:08:00.000Z,short,R5,25325.4400,25305.2500,60.0000,max_hold_time,-16.2500,18.7500,70.7500,0.0000,23257.4000,2047.8500,2165499796.3348,0.2371,positive,25943.1400,637.8900,535717624.7945,24295.9500,1009.3000,616016174.5382,[object Object],0.0194,4.0000,-410.6100,-410.6100,0.2102,-0.0098,-410.4800,1.2600,0.2650,0.0179,0.0000,positive,0.0086,0.0463
T000564,2025-11-26T18:51:16.000Z,2025-11-26T19:50:00.000Z,short,R3,25325.9700,25323.2500,60.0000,max_hold_time,2.7500,28.5000,32.0000,1.0000,22846.0900,2477.1600,2558091807.9260,0.2957,positive,25531.8700,208.6200,592259547.4773,24296.4600,1026.7900,611339333.1773,[object Object],0.0381,4.0000,-0.4300,-0.4300,0.1726,-0.0035,-0.4700,-0.4500,0.1457,-0.0259,0.0000,positive,-0.0285,-0.0031
T000565,2025-11-28T14:40:17.000Z,2025-11-28T15:39:00.000Z,long,S4,25357.3500,25374.5000,60.0000,max_hold_time,6.7500,28.0000,43.5000,1.0000,25933.6600,-559.1600,1448248252.0778,0.2661,positive,24287.0800,1087.4200,413436051.9358,25933.6600,559.1600,644473647.4056,[object Object],-0.0235,4.0000,-1.0600,1.0600,-0.0035,0.0249,-0.9900,-1.0600,0.2478,0.0728,0.0000,positive,-0.0188,-0.0111
T000566,2025-11-28T16:27:00.000Z,2025-11-28T17:26:00.000Z,long,S5,25357.1400,25380.7500,60.0000,max_hold_time,50.5000,59.2500,13.2500,1.0000,25933.4400,-552.6900,1797939375.4437,0.3372,positive,24286.8700,1093.8800,412022205.4758,25933.4400,552.6900,659912269.4436,[object Object],-0.0316,4.0000,-205.5300,205.5300,-0.0000,0.0446,0.2800,0.2900,0.1928,0.0453,0.0000,positive,0.0201,0.0355
T000567,2025-12-02T16:51:00.000Z,2025-12-02T17:19:03.000Z,short,R4,25514.6000,25508.0000,28.0000,stop_loss,-81.5000,10.5000,76.7500,0.0000,25802.6700,-294.6700,2458461115.8538,0.4603,positive,25926.1300,418.1300,677094929.3943,24280.0200,1227.9800,521144269.9891,[object Object],0.0108,2.0000,128.8000,128.8000,0.2361,-0.0264,254.6800,238.5200,0.4395,0.0314,0.0000,positive,-0.0124,0.0146
T000568,2025-12-03T15:08:00.000Z,2025-12-03T16:07:00.000Z,long,S5,25554.3400,25530.7500,60.0000,max_hold_time,44.0000,74.7500,32.5000,1.0000,23259.8500,2270.9000,1087776526.1843,0.2476,positive,24515.5400,1015.2100,509716628.1178,26177.6100,646.8600,658247659.9666,[object Object],-0.0154,4.0000,-227.0500,227.0500,-0.0018,0.0211,-239.3000,-255.5200,0.3566,0.0792,0.0000,positive,0.0104,-0.0111
T000569,2025-12-04T14:35:00.000Z,2025-12-04T14:47:33.000Z,long,S3,25559.6700,25566.5000,12.0000,trailing_stop,4.7500,76.2500,11.7500,1.0000,26439.6000,-873.1000,1781614363.3294,0.3411,positive,24721.6500,844.8500,497713170.8596,26397.6900,831.1900,797172254.7499,[object Object],-0.0122,1.0000,-58.5300,58.5300,0.0159,-0.0674,-210.1100,-224.3500,-0.3514,-0.0979,0.0000,positive,0.0142,-0.0290
T000570,2025-12-08T15:01:00.000Z,2025-12-08T16:00:00.000Z,short,R5,25744.3800,25748.2500,60.0000,max_hold_time,88.0000,103.2500,29.7500,1.0000,23432.3200,2315.9300,3049507834.8165,0.4474,positive,25908.8800,160.6300,1068022714.2535,24263.8700,1484.3800,450068537.7751,[object Object],0.0176,4.0000,-198.3200,-198.3200,-0.1469,0.0742,-1.9400,-1.8200,-0.5329,-0.1840,0.0000,positive,0.0011,-0.0034
T000571,2025-12-10T15:38:00.000Z,2025-12-10T16:37:00.000Z,long,S3,25570.7900,25579.7500,60.0000,max_hold_time,63.5000,74.2500,51.0000,1.0000,23186.3700,2393.3800,-321183030.6797,0.0446,neutral,25488.5700,91.1800,603587320.3481,25899.6700,319.9200,826827638.1537,[object Object],-0.0188,4.0000,430.5100,-430.5100,-0.2478,0.0615,-782.9700,480.8900,1.6957,0.0797,0.0000,neutral,0.0003,0.0315
T000572,2025-12-10T19:59:03.000Z,2025-12-10T20:56:00.000Z,long,S5,25822.3500,25827.2500,57.0000,market_close,0.2500,43.5000,39.2500,0.0000,26154.4700,-327.2200,3686434014.5405,0.5466,positive,24493.8700,1333.3800,388208198.0897,26154.4700,327.2200,1273083540.9441,[object Object],-0.0173,4.0000,3.5100,-3.5100,0.0233,-0.0344,3.2800,3.5100,-0.0804,0.0099,0.0000,positive,-0.0168,0.0089
T000573,2025-12-11T15:08:01.000Z,2025-12-11T15:28:04.000Z,long,S3,25525.9900,25508.0000,20.0000,take_profit,119.7500,119.4500,0.0000,1.0000,23831.6600,1676.3400,-1603046200.7655,-0.0851,negative,25484.8900,23.1100,969535242.7623,25895.9400,387.9400,816484419.3831,[object Object],-0.0290,1.0000,-457.6300,457.6300,-0.4240,0.0698,255.6100,259.7300,0.5939,0.1057,1.0000,neutral,0.0077,-0.0292
T000574,2025-12-11T15:44:00.000Z,2025-12-11T16:43:00.000Z,long,S4,25531.9700,25533.2500,60.0000,max_hold_time,38.2500,46.7500,77.7500,1.0000,,,-1943858442.1776,-0.1401,negative,25739.5400,-206.2900,1117667441.3317,26154.7000,621.4500,798221895.1977,[object Object],-0.0172,4.0000,,,-0.2082,0.0354,-1.9900,-2.0300,0.3022,0.0872,0.0000,negative,0.0122,-0.0081
T000575,2025-12-11T17:58:00.000Z,2025-12-11T18:57:00.000Z,long,S3,25566.1900,25586.7500,60.0000,max_hold_time,49.7500,100.2500,7.7500,1.0000,23141.1000,2445.6500,-763316725.6021,-0.0061,neutral,25483.9900,102.7600,602144481.9749,25895.0200,308.2700,865821511.1878,[object Object],-0.0137,4.0000,233.0600,-233.0600,-0.2641,0.0818,-988.8600,260.7900,1.0999,0.1388,0.0000,neutral,0.0122,-0.0210
T000576,2025-12-15T07:00:03.000Z,2025-12-15T07:00:03.000Z,short,R1,25473.3300,25532.4000,0.0000,stop_loss,227.3000,0.0000,0.0000,1.0000,,,-2506423346.9298,-0.5179,negative,26562.1600,1029.7600,191105334.4098,25317.0600,215.3400,673209322.3472,[object Object],0.0208,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0000,0.0000
T000577,2025-12-15T14:34:00.000Z,2025-12-15T14:57:12.000Z,short,R4,25608.2500,25600.0000,23.0000,take_profit,119.7500,119.5000,26.7500,1.0000,,,29313352.8501,-0.1761,neutral,25732.7600,132.7600,669719910.1641,24487.6300,1112.3700,652334398.7443,[object Object],0.0321,1.0000,,,-0.5191,0.0355,-209.2700,-1.6800,-44.1059,-0.0902,1.0000,negative,0.0156,0.0181
T000578,2025-12-15T15:25:00.000Z,2025-12-15T15:44:23.000Z,short,R5,25308.6000,25330.7500,19.0000,stop_loss,-81.5000,45.7500,78.2000,0.0000,,,-2892003426.4293,-0.5790,negative,26294.6500,963.9000,161431624.2897,24240.3800,1090.3700,735533357.2243,[object Object],0.0145,1.0000,,,0.1610,-0.0574,262.8700,242.3300,0.2529,0.1224,0.0000,negative,-0.0139,-0.0005
T000579,2025-12-15T16:17:00.000Z,2025-12-15T17:16:00.000Z,short,R1,25474.2300,25462.3500,60.0000,max_hold_time,66.6000,95.8500,54.6500,1.0000,,,-642257024.1909,-0.2010,neutral,25474.2300,11.8800,448132743.9825,24241.6000,1220.7500,665138675.7161,[object Object],0.0160,4.0000,,,-0.5985,0.0682,1082.5600,655.3900,-2.7879,-0.3403,1.0000,negative,-0.0031,-0.0163
T000580,2025-12-15T18:32:00.000Z,2025-12-15T19:31:00.000Z,long,S3,25313.6300,25337.4000,60.0000,max_hold_time,52.8500,96.1000,1.5000,1.0000,,,-2701372392.0435,-0.5895,negative,24483.6700,853.7300,717708911.2239,26558.5600,1221.1600,171412573.1613,[object Object],-0.0193,4.0000,,,-0.0007,0.0017,0.2500,0.2700,0.0013,0.0004,0.0000,negative,0.0002,0.0144
T000581,2025-12-16T15:24:00.000Z,2025-12-16T15:29:25.000Z,short,R5,25225.4600,25244.4500,5.0000,trailing_stop,4.7500,65.7000,5.0500,1.0000,,,-3859537608.4093,-0.5411,negative,26293.6400,1049.1900,165808619.8231,24239.4500,1005.0000,785607959.6832,[object Object],0.0354,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0133,-0.0050
T000582,2025-12-16T16:37:00.000Z,2025-12-16T16:50:45.000Z,short,R5,25223.9700,25233.7500,13.0000,stop_loss,-81.5000,19.5000,79.1000,0.0000,,,-3473812749.3989,-0.5030,negative,26292.0900,1058.3400,169364455.9271,24238.0200,995.7300,789041326.8775,[object Object],0.0119,1.0000,,,0.1054,-0.0286,2.2100,2.0400,0.3214,0.0429,0.0000,negative,-0.0070,0.0058
T000583,2025-12-16T18:27:00.000Z,2025-12-16T18:44:23.000Z,long,S4,25177.3700,25197.5000,17.0000,take_profit,120.0000,119.0000,2.0000,1.0000,,,-4776025808.0610,-0.6022,negative,24472.2400,725.2600,777737883.3202,26546.1500,1348.6500,158283429.0201,[object Object],-0.0110,1.0000,,,-0.0051,0.1582,1.6200,1.7700,0.4711,0.1125,0.0000,negative,-0.0116,0.0000
T000584,2025-12-16T19:14:01.000Z,2025-12-16T19:43:28.000Z,short,R5,25226.7200,25242.7500,29.0000,stop_loss,-81.2500,18.2500,77.2500,0.0000,,,-3859535816.3610,-0.5411,negative,26294.9500,1052.2000,165808619.8231,24240.6600,1002.0900,785607959.6832,[object Object],0.0243,2.0000,,,0.1087,-0.0163,248.6900,229.2600,0.3508,0.0554,0.0000,negative,0.0026,0.0081
T000585,2025-12-17T14:34:00.000Z,2025-12-17T14:45:42.000Z,short,R2,25416.8400,25415.7500,11.0000,take_profit,119.7500,119.0000,5.5000,1.0000,,,-814049145.8038,-0.3003,neutral,25375.3800,-40.3700,375977344.9758,24877.8200,537.9300,1265162124.6521,[object Object],0.0348,1.0000,,,0.3409,-0.0322,120.7100,-3.5900,0.6590,0.0705,0.0000,neutral,0.0085,-0.0042
T000586,2025-12-17T15:23:00.000Z,2025-12-17T15:36:13.000Z,short,R4,25331.3500,25325.5000,13.0000,take_profit,119.7500,119.5000,20.2500,1.0000,,,-641406099.3543,-0.2739,neutral,25414.2700,88.7700,399142658.4258,24875.3000,450.2000,1255389231.2614,[object Object],0.0244,1.0000,,,-0.7647,0.3144,-365.6900,-228.4700,-6.0839,-0.4905,1.0000,negative,0.0047,-0.0117
T000587,2025-12-17T15:53:00.000Z,2025-12-17T16:37:07.000Z,short,R5,25046.2100,25063.5000,44.0000,trailing_stop,4.7500,63.5000,59.8000,1.0000,,,-4811914692.5149,-0.8146,negative,26287.4700,1223.9700,76265634.5395,24644.5100,418.9900,1160739963.7426,[object Object],0.0162,3.0000,,,-0.0252,0.0289,34.5600,226.7000,-0.0311,-0.0124,0.0000,negative,0.0073,0.0150
T000588,2025-12-18T16:13:00.000Z,2025-12-18T17:08:20.000Z,short,R2,25413.8100,25402.2500,55.0000,take_profit,119.7500,118.5000,9.7500,1.0000,25621.1000,-218.8500,1119169411.4736,0.0027,positive,25496.7300,94.4800,739815521.6287,24874.8600,527.3900,783955909.7678,[object Object],0.0245,4.0000,,,-0.8118,0.0937,206.0500,-1.2000,-2.6954,-0.3665,1.0000,negative,0.0219,-0.0116
T000589,2025-12-18T18:20:40.000Z,2025-12-18T19:19:00.000Z,short,R3,25373.6900,25365.8000,60.0000,max_hold_time,90.5500,111.8000,36.5500,1.0000,26285.8200,-920.0200,647271953.5110,-0.0557,neutral,25415.1500,49.3500,412626817.1927,24876.1700,489.6300,794999215.2190,[object Object],0.0183,4.0000,,,-0.5009,0.0231,-44.3700,-2.8600,-3.6191,-0.3052,1.0000,negative,0.0040,0.0084
T000590,2025-12-18T20:25:00.000Z,2025-12-18T20:56:00.000Z,short,R3,25330.9700,25306.7500,31.0000,market_close,22.5000,27.5000,36.7500,1.0000,,,-1105180813.2932,-0.2934,negative,25372.4200,65.6700,260369463.4565,24874.9300,431.8200,802114250.9772,[object Object],0.0172,2.0000,,,-0.4262,0.0430,-237.3700,-232.7200,-0.7970,-0.0958,0.0000,negative,0.0111,0.0103
T000591,2026-01-02T15:06:00.000Z,2026-01-02T15:14:07.000Z,short,R5,25725.3800,25733.5000,8.0000,take_profit,119.7500,119.5000,7.5000,1.0000,26926.7200,-1193.2200,454155663.2745,-0.0479,neutral,25683.9500,-49.5500,554743568.1742,25269.6900,463.8100,1062053069.4924,[object Object],0.0586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,neutral,-0.0224,-0.0703
T000592,2026-01-02T15:43:00.000Z,2026-01-02T15:51:29.000Z,short,R3,25598.4000,25597.0000,8.0000,take_profit,119.7500,119.0000,7.5000,1.0000,,,77619899.5030,-0.0494,neutral,25681.2500,84.2500,486249259.4584,25267.0300,329.9700,1060363667.4861,[object Object],0.0274,1.0000,,,-0.6587,0.4890,411.9300,-2.2000,-56.9251,-0.5414,1.0000,negative,0.0124,0.0046
T000593,2026-01-02T18:58:00.000Z,2026-01-02T19:23:22.000Z,long,S1,25260.4200,25279.0000,25.0000,take_profit,119.7500,118.7500,6.2500,1.0000,,,-5697791655.8887,-0.6931,strong_negative,25260.4200,18.5800,1744142300.2759,26088.6300,809.6300,137214311.8579,[object Object],-0.0282,2.0000,,,-0.1587,0.3527,1.9100,1.9700,0.3800,0.1682,1.0000,negative,-0.0208,-0.0315
T000594,2026-01-05T15:34:02.000Z,2026-01-05T16:33:00.000Z,short,R3,25673.9600,25690.0000,60.0000,max_hold_time,1.5000,53.0000,6.7500,1.0000,23313.6200,2376.3800,998358255.7753,0.1011,neutral,25963.8300,273.8300,739201277.0480,25259.8700,430.1300,882050926.4884,[object Object],0.0111,4.0000,-0.0900,-0.0900,0.1194,-0.0589,-0.0900,-0.0900,0.8824,0.0577,1.0000,positive,0.0093,0.0113
T000595,2026-01-05T16:48:05.000Z,2026-01-05T17:47:00.000Z,short,R2,25673.1600,25693.5000,60.0000,max_hold_time,62.5000,86.0000,14.5000,1.0000,23312.8800,2380.6200,1392046438.9582,0.1547,positive,25963.0200,269.5200,778208168.7930,25259.0700,434.4300,847967892.3317,[object Object],0.0103,4.0000,-0.7800,-0.7800,-0.0851,0.0806,-0.8700,-0.8400,-0.4881,-0.0843,1.0000,neutral,-0.0036,-0.0122
T000596,2026-01-07T15:12:00.000Z,2026-01-07T16:11:00.000Z,short,R4,25873.3300,25863.7500,60.0000,max_hold_time,-56.5000,53.0000,62.2500,0.0000,23389.4900,2474.2600,3147842195.8988,0.3926,positive,25956.1200,92.3700,1025468294.3676,25252.3700,611.3800,285334813.3015,[object Object],0.0165,4.0000,0.7500,0.7500,0.2876,-0.0446,0.8300,207.8000,0.6069,0.0575,1.0000,strong_positive,0.0049,-0.0439
T000597,2026-01-07T18:25:00.000Z,2026-01-07T19:24:00.000Z,short,R1,25956.7400,25939.2500,60.0000,max_hold_time,37.7500,49.2500,39.7500,1.0000,23390.0500,2549.2000,5254315115.4400,0.4640,strong_positive,25956.7400,17.4900,1338141775.5582,25459.9700,479.2800,269967330.0913,[object Object],0.0129,4.0000,-0.7000,-0.7000,-0.0856,-0.0133,-0.7800,-207.7600,-0.1876,-0.0216,1.0000,positive,-0.0017,0.0117
T000598,2026-01-07T19:48:00.000Z,2026-01-07T20:47:00.000Z,short,R3,25914.3400,25911.2500,60.0000,max_hold_time,72.7500,96.7500,6.5000,1.0000,23389.1400,2522.1100,4369785487.8239,0.4505,positive,25955.7400,44.4900,1240879194.0345,25458.9800,452.2700,268923206.9539,[object Object],0.0132,4.0000,0.8800,0.8800,-0.2571,0.0359,0.9700,-1034.0000,-0.4247,-0.1116,0.0000,positive,0.0199,0.0031
T000599,2026-01-14T17:03:00.000Z,2026-01-14T18:02:00.000Z,long,S4,25455.4300,25473.5000,60.0000,max_hold_time,-1.5000,35.5000,40.2500,0.0000,23577.5700,1895.9300,-4369142063.4235,-0.5566,negative,25664.0800,-190.5800,1282218535.2193,26707.3400,1233.8400,193148194.9480,[object Object],-0.0125,4.0000,-205.3200,205.3200,0.0249,-0.0150,-223.4900,-232.5800,-0.0102,-0.0134,0.0000,negative,-0.0154,-0.0156
T000600,2026-01-14T18:35:00.000Z,2026-01-14T19:34:00.000Z,long,S1,25439.5100,25446.5000,60.0000,max_hold_time,63.7500,85.7500,25.7500,1.0000,23371.2600,2075.2400,-4563900881.7928,-0.5979,negative,25439.5100,6.9900,1383586861.0919,26473.6300,1027.1300,182440006.2037,[object Object],-0.0292,4.0000,1.3800,-1.3800,-0.1262,0.0908,1.5100,1.5800,0.0616,0.0687,0.0000,negative,-0.0058,-0.0015
T000601,2026-01-15T14:56:00.000Z,2026-01-15T15:24:01.000Z,short,R2,25898.7500,25907.5000,28.0000,trailing_stop,4.7500,66.0000,0.0000,1.0000,25857.3800,50.1200,8292989075.1587,0.4234,strong_positive,25940.1200,32.6200,3143065797.4428,25650.5200,256.9800,664265847.3468,[object Object],0.0178,2.0000,-0.4200,-0.4200,-0.0130,0.0037,-0.4200,-0.4200,-0.0065,-0.0042,0.0000,strong_positive,0.0011,0.0080
T000602,2026-01-15T15:38:00.000Z,2026-01-15T16:02:08.000Z,short,R3,25896.8400,25916.7500,24.0000,trailing_stop,4.7500,113.5000,7.0000,1.0000,25855.4700,61.2800,7417737201.2175,0.5315,strong_positive,25855.4700,-61.2800,3207800743.5506,25648.6300,268.1200,693490918.9197,[object Object],0.0194,2.0000,0.9700,0.9700,0.4442,-0.1853,83.7100,0.9600,0.3447,0.0218,0.0000,strong_positive,0.0091,-0.0200
T000603,2026-01-20T14:41:00.000Z,2026-01-20T15:20:01.000Z,long,S2,25242.0700,25251.2500,39.0000,trailing_stop,4.7500,117.2500,6.5000,1.0000,23114.2200,2137.0300,-4249356565.9969,-0.6839,negative,25033.4600,217.7900,713253799.6824,26285.1300,1033.8800,204891324.7019,[object Object],-0.0124,3.0000,-210.3800,210.3800,-0.0199,0.0469,-227.8600,-239.2500,0.0834,0.0171,0.0000,negative,0.0295,0.0020
T000604,2026-01-20T18:31:00.000Z,2026-01-20T19:22:49.000Z,long,S2,25234.3000,25242.7500,51.0000,stop_loss,-81.0000,10.5000,78.7500,0.0000,22931.0900,2311.6600,-5096176753.1256,-0.6899,strong_negative,25025.7500,217.0000,800771346.9839,26277.0300,1034.2800,198688931.6322,[object Object],-0.0259,3.0000,-201.2500,201.2500,0.0507,-0.0475,-219.6400,-230.6200,-0.0495,-0.0248,0.0000,strong_negative,0.0183,0.0361
T000605,2026-01-21T14:49:00.000Z,2026-01-21T14:58:20.000Z,long,S1,25217.2700,25214.7500,9.0000,take_profit,120.0000,117.0000,5.0000,1.0000,23150.2800,2064.4700,-4992348642.9343,-0.6092,negative,25217.2700,-2.5200,945949103.1956,26044.0600,829.3100,224580929.2571,[object Object],-0.0103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0154,0.0160
T000606,2026-01-21T15:34:00.000Z,2026-01-21T16:32:20.000Z,long,S4,25425.0400,25420.0000,58.0000,trailing_stop,4.7500,74.3500,11.0000,1.0000,23357.9600,2062.0400,-2849468302.6805,-0.4711,negative,24804.9200,615.0800,636048741.8247,26045.1600,625.1600,282546732.6159,[object Object],-0.0143,4.0000,-205.5600,205.5600,0.7159,-0.2316,414.6600,1.2900,-0.9373,-0.1677,1.0000,strong_negative,-0.0022,0.0001
T000607,2026-01-21T16:58:00.000Z,2026-01-21T17:13:26.000Z,long,S1,25216.0200,25237.5000,15.0000,stop_loss,-81.2500,25.2500,79.2500,0.0000,,,-6418371435.3875,-0.6922,strong_negative,25216.0200,21.4800,1295158152.6539,26042.7800,805.2800,206964276.8711,[object Object],-0.0222,1.0000,,,-0.1332,-0.0532,-413.5600,-0.2000,-0.1423,0.0064,0.0000,strong_negative,-0.0032,-0.0276
T000608,2026-01-21T18:11:02.000Z,2026-01-21T19:10:00.000Z,long,S3,25232.8700,25218.7500,60.0000,max_hold_time,24.2500,78.2500,35.2500,1.0000,,,-6406871586.6195,-0.6911,strong_negative,25441.4000,-222.6500,1292997146.5488,26275.5500,1056.8000,207157532.8231,[object Object],-0.0175,4.0000,,,-0.0155,0.0072,-223.3800,-230.7100,0.0190,0.0087,0.0000,strong_negative,0.0204,-0.0084
T000609,2026-01-21T19:12:00.000Z,2026-01-21T19:27:43.000Z,long,S1,25218.0200,25242.7500,15.0000,take_profit,120.0000,119.0000,9.5000,1.0000,,,-6285330655.6188,-0.6823,strong_negative,25218.0200,24.7300,1272990434.9395,26044.8400,802.0900,208649322.0433,[object Object],-0.0148,1.0000,,,-0.4834,0.2994,-185.9100,238.8800,0.4926,0.1676,1.0000,negative,-0.0484,-0.0861
T000610,2026-01-22T17:06:00.000Z,2026-01-22T18:05:00.000Z,long,S1,25657.7400,25675.0000,60.0000,max_hold_time,43.7500,48.5000,18.2500,1.0000,26700.7400,-1025.7400,861872980.3662,0.0842,neutral,25657.7400,17.2600,429016246.7479,26283.5400,608.5400,494001804.1158,[object Object],-0.0137,4.0000,-451.1500,451.1500,-0.0093,0.0203,-234.9100,-240.6400,0.2562,0.0228,1.0000,positive,-0.0019,-0.0017
T000611,2026-01-22T19:58:00.000Z,2026-01-22T20:56:00.000Z,long,S3,25653.1800,25649.7500,58.0000,market_close,-3.5000,14.2500,65.0000,0.0000,23349.8100,2299.9400,1569994.5767,-0.0263,neutral,25444.6100,205.1400,448570353.7566,26278.8600,629.1100,479347755.6100,[object Object],-0.0148,4.0000,-209.8200,209.8200,-0.0468,-0.0082,-228.6400,-236.1400,234.2697,0.0634,0.0000,neutral,0.0005,-0.0102
T000612,2026-01-23T14:50:00.000Z,2026-01-23T15:04:05.000Z,long,S5,25617.0600,25592.2500,14.0000,take_profit,120.5000,120.2500,11.6000,1.0000,,,-714169338.4511,-0.1334,neutral,25410.4700,181.7800,718058760.9309,26030.2400,437.9900,517852399.3616,[object Object],-0.0340,1.0000,,,-0.0421,0.0051,0.9400,0.9600,0.6177,0.0716,0.0000,neutral,0.0150,0.0379
T000613,2026-01-23T16:01:00.000Z,2026-01-23T17:00:00.000Z,short,R2,25829.3700,25834.0000,60.0000,max_hold_time,61.0000,73.0000,11.7500,1.0000,26036.0100,-202.0100,2419759888.4754,0.2457,positive,26036.0100,202.0100,774365538.7831,25416.1000,417.9000,567512702.4121,[object Object],0.0113,4.0000,-0.1600,-0.1600,-0.0664,0.0324,-0.1600,-0.1500,-0.1504,-0.0445,0.0000,positive,0.0012,0.0095
T000614,2026-01-26T16:21:00.000Z,2026-01-26T17:20:00.000Z,long,S1,25847.3400,25851.7500,60.0000,max_hold_time,65.7500,84.7500,0.7500,1.0000,26472.6800,-620.9300,1713637425.7166,0.2010,positive,25847.3400,4.4100,559929066.1075,26264.2400,412.4900,639844369.4108,[object Object],-0.0165,4.0000,-233.3200,233.3200,-0.0055,0.0369,-227.8100,-231.4900,0.0768,-0.0117,0.0000,positive,-0.0009,0.0012
T000615,2026-01-28T15:16:00.000Z,2026-01-28T16:15:00.000Z,short,R5,26233.7600,26235.7500,60.0000,max_hold_time,53.7500,76.2500,18.2500,1.0000,26192.4500,43.3000,5491034701.6146,0.6227,strong_positive,26440.3300,204.5800,970573762.7782,25614.0700,621.6800,239262468.4987,[object Object],0.0181,4.0000,40.2900,40.2900,-0.1242,0.0605,-1.0400,-1.0000,-0.1280,-0.0083,1.0000,positive,0.0254,-0.0121
T000616,2026-01-29T15:44:00.000Z,2026-01-29T15:55:00.000Z,long,S1,25607.6400,25616.7500,11.0000,stop_loss,-81.5000,26.5000,80.7500,0.0000,23129.4800,2487.2700,-8148365681.0535,-0.6406,strong_negative,25607.6400,9.1100,4089117991.8721,26433.6900,816.9400,267577415.9581,[object Object],-0.0144,1.0000,214.9300,-214.9300,-0.8029,-0.0584,29.5300,245.6400,-0.0749,0.1600,0.0000,strong_negative,0.0233,0.0337
T000617,2026-01-29T16:46:00.000Z,2026-01-29T17:21:00.000Z,long,S5,25689.3600,25703.0000,35.0000,take_profit,119.7500,122.5000,18.7500,1.0000,23252.5900,2450.4100,-4628037433.1106,-0.4387,negative,25606.7600,96.2400,1600349155.5729,26432.7800,729.7800,302185356.9467,[object Object],-0.0106,2.0000,,,-0.6416,0.2510,207.1300,0.6500,0.6737,0.2312,0.0000,negative,0.0043,0.0001
T000618,2026-01-29T18:09:00.000Z,2026-01-29T19:01:00.000Z,long,S2,25835.9700,25816.0000,52.0000,trailing_stop,4.7500,75.5000,2.0000,1.0000,,,-1281570524.7856,-0.1802,negative,26044.3300,-228.3300,541678663.6909,26669.3900,853.3900,389555006.6490,[object Object],-0.0325,4.0000,,,-0.1121,0.0478,-230.0300,-235.5500,0.2137,0.0221,0.0000,negative,-0.0083,-0.0227
T000619,2026-01-29T20:04:00.000Z,2026-01-29T20:54:00.000Z,long,S3,25842.0800,25858.0000,50.0000,take_profit,120.2500,129.5000,11.5000,1.0000,,,-1086579406.3201,-0.1693,negative,26050.4800,-192.4800,503236437.7403,26675.6900,817.6900,401686094.9087,[object Object],-0.0279,3.0000,,,-0.1882,0.3439,-212.5500,-4.2800,1.8568,0.3080,1.0000,neutral,-0.0030,0.0070
T000620,2026-01-30T15:37:00.000Z,2026-01-30T15:56:00.000Z,long,S4,25830.1200,25835.2500,19.0000,trailing_stop,4.7500,98.7500,0.0000,1.0000,26496.7000,-661.4500,1754114440.5344,0.1410,positive,25413.5100,421.7400,440167050.8452,26246.7400,411.4900,830977305.9994,[object Object],-0.0124,1.0000,375.0400,-375.0400,-0.0074,-0.1947,0.0700,0.0700,-0.5872,-0.0990,1.0000,neutral,0.0047,-0.0009
T000621,2026-01-30T18:24:00.000Z,2026-01-30T18:34:00.000Z,long,S4,25620.6300,25598.2500,10.0000,trailing_stop,4.7500,84.5000,1.0000,1.0000,,,-2393637209.0374,-0.3868,negative,25412.3300,185.9200,556193812.8688,26245.5200,647.2700,313035407.8884,[object Object],-0.0112,1.0000,,,0.1037,-0.1047,-8.2800,-8.5500,-0.2954,-0.0632,0.0000,negative,0.0035,0.0058
