date,day_of_week,rth_close,overnight_return,direction,overnight_range,max_up,max_down,gex_regime,total_gex,gf_dist,s1_dist,r1_dist,lt_sentiment,evening_ret,dead_zone_ret,european_ret,premarket_ret
2024-06-24,Monday,19744.75,85.25,UP,125.00,106.25,18.75,neutral,-0.82,411.34,161.33,463.67,BEARISH,15.75,33.00,12.25,13.00
2024-06-25,Tuesday,19966.75,-37.75,DOWN,169.50,103.75,65.75,positive,2.06,1856.96,389.95,26.57,BULLISH,-6.75,47.50,32.25,-117.75
2024-06-26,Wednesday,20004.75,-14.50,DOWN,133.75,3.25,130.50,neutral,0.73,1898.01,223.01,401.67,BULLISH,-27.25,34.75,6.00,30.75
2024-06-27,Thursday,20048.00,22.50,UP,119.50,130.00,-10.50,positive,2.92,1937.27,105.38,144.42,BULLISH,31.75,13.25,6.00,-44.75
2024-07-01,Monday,20048.75,-66.50,DOWN,144.50,5.75,138.75,neutral,0.82,1961.98,80.83,335.16,BEARISH,-26.25,-9.25,-51.25,23.25
2024-07-02,Tuesday,20256.50,-40.50,DOWN,78.75,27.25,51.50,positive,4.17,1955.04,374.46,124.67,BULLISH,-3.75,10.25,18.50,-51.00
2024-07-03,Wednesday,20419.50,-14.00,DOWN,30.25,1.00,29.25,positive,4.87,1998.45,293.57,371.75,BULLISH,-16.50,4.75,-8.75,6.00
2024-07-04,Thursday,20381.25,60.25,UP,135.00,114.75,20.25,,,,,,BULLISH,9.25,38.25,0.00,12.25
2024-07-08,Monday,20666.50,56.50,UP,76.25,82.25,-6.00,positive,3.55,97.54,222.20,110.23,BULLISH,57.50,-12.25,7.00,-9.50
2024-07-09,Tuesday,20679.50,78.75,UP,82.75,87.75,-5.00,positive,3.31,1992.99,238.92,93.45,BULLISH,11.75,0.00,34.25,27.25
2024-07-10,Wednesday,20894.50,0.25,RANGE,130.50,89.25,41.25,positive,4.62,2001.88,247.96,292.09,BULLISH,-14.25,-12.00,12.00,13.25
2024-07-11,Thursday,20429.75,13.75,UP,133.50,38.75,94.75,neutral,-0.88,1955.02,76.72,338.64,BULLISH,-18.25,3.25,17.50,7.50
2024-07-15,Monday,20593.25,55.50,UP,113.25,61.75,51.50,positive,2.37,1926.98,174.81,157.19,BEARISH,3.75,8.25,-38.00,46.00
2024-07-16,Tuesday,20599.50,-339.25,DOWN,343.25,-1.75,345.00,neutral,0.82,1922.68,55.00,152.52,BULLISH,-25.75,-56.50,-166.00,-83.00
2024-07-17,Wednesday,19992.00,149.00,UP,144.00,170.50,-26.50,negative,-2.93,1320.19,75.41,754.45,BULLISH,34.25,17.50,49.75,16.25
2024-07-18,Thursday,19891.25,-22.50,DOWN,226.25,88.50,137.75,negative,-2.68,1856.87,395.97,226.22,BULLISH,-9.25,17.00,-122.75,28.25
2024-07-22,Monday,19998.25,-41.25,DOWN,147.25,17.25,130.00,neutral,-0.11,1973.35,98.64,730.51,BEARISH,-27.25,-23.00,-12.25,36.00
2024-07-23,Tuesday,19924.75,-284.50,DOWN,275.50,-41.75,317.25,negative,-3.54,,232.00,804.46,BEARISH,-90.75,-29.50,-17.25,-106.00
2024-07-24,Wednesday,19204.50,13.00,UP,242.50,100.00,142.50,negative,-3.93,,140.47,895.62,BULLISH,11.25,-35.50,-37.25,19.25
2024-07-25,Thursday,18991.00,172.00,UP,241.50,245.50,-4.00,negative,-3.50,,757.75,1107.02,BEARISH,20.50,44.50,153.75,-56.75
2024-07-29,Monday,19209.00,78.75,UP,217.25,84.25,133.00,negative,-2.65,,159.49,875.81,BEARISH,-84.25,70.75,43.00,41.25
2024-07-30,Tuesday,18938.75,432.50,UP,519.00,442.00,77.00,negative,-2.45,,722.96,1761.01,BULLISH,195.00,156.00,-3.25,155.75
2024-07-31,Wednesday,19496.50,28.75,UP,212.25,220.50,-8.25,positive,1.72,-208.63,453.72,374.22,BEARISH,81.25,16.25,-167.75,1.00
2024-08-01,Thursday,19027.25,-377.00,DOWN,471.25,-47.50,518.75,negative,-3.44,,405.90,1042.43,BEARISH,-43.00,-148.00,-35.00,-79.25
2024-08-05,Monday,18021.50,57.50,UP,420.50,415.50,5.00,negative,-3.38,,-172.03,1610.15,BULLISH,118.75,56.75,-172.00,-88.25
2024-08-06,Tuesday,18172.00,281.00,UP,431.50,289.75,141.75,negative,-3.36,,392.45,1468.20,BULLISH,22.75,273.75,68.25,56.50
2024-08-07,Wednesday,17972.50,252.50,UP,510.50,279.75,230.75,negative,-3.96,,203.63,1242.67,BULLISH,-29.75,89.50,64.25,226.50
2024-08-08,Thursday,18519.25,-69.25,DOWN,268.00,131.75,136.25,negative,-1.98,,339.52,156.30,BEARISH,51.75,-86.00,123.50,-188.00
2024-08-12,Monday,18645.25,177.00,UP,218.50,201.75,16.75,negative,-2.07,,472.09,973.50,BEARISH,6.50,52.75,39.75,76.00
2024-08-13,Tuesday,19101.25,36.00,UP,163.50,62.25,101.25,neutral,-0.19,,934.14,717.41,BEARISH,17.50,-2.00,-26.00,49.00
2024-08-14,Wednesday,19107.25,245.00,UP,271.00,264.25,6.75,neutral,-0.60,,117.58,708.06,BULLISH,-36.00,77.75,-35.75,201.00
2024-08-15,Thursday,19587.25,-84.75,DOWN,235.50,95.75,139.75,positive,3.37,1840.96,1418.96,67.54,BULLISH,43.25,46.00,-34.50,-123.25
2024-08-19,Monday,19860.00,-42.50,DOWN,118.75,71.00,47.75,positive,2.39,1908.62,299.19,154.75,BULLISH,2.25,27.75,-13.00,-57.75
2024-08-20,Tuesday,19811.75,30.75,UP,78.25,52.00,26.25,positive,1.28,1871.56,129.45,200.66,BULLISH,-13.00,42.25,-29.75,40.50
2024-08-21,Wednesday,19905.75,91.50,UP,137.50,97.75,39.75,positive,2.77,106.04,188.53,100.21,BEARISH,15.00,-43.00,23.75,79.50
2024-08-22,Thursday,19585.50,170.50,UP,165.75,192.75,-27.00,neutral,0.81,-420.28,198.46,214.03,BULLISH,16.75,44.25,30.50,42.50
2024-08-26,Monday,19593.25,-69.25,DOWN,171.00,53.75,117.25,neutral,0.20,-1679.75,-11.28,636.96,BULLISH,12.00,47.50,1.50,-94.25
2024-08-27,Tuesday,19651.25,-25.75,DOWN,130.25,39.75,90.50,neutral,0.12,-1367.94,280.62,337.59,BEARISH,-48.50,44.75,49.75,-57.25
2024-08-28,Wednesday,19421.25,76.00,UP,376.00,95.00,281.00,negative,-2.22,,235.08,599.10,BEARISH,-22.50,129.50,90.25,83.75
2024-08-29,Thursday,19393.50,166.00,UP,179.00,179.50,-0.50,neutral,-0.18,1882.98,28.92,589.10,BEARISH,-15.25,25.50,61.75,40.25
2024-09-02,Monday,19647.00,-169.25,DOWN,237.50,36.00,201.50,,,,,,BEARISH,-66.50,-13.75,-68.75,-21.25
2024-09-03,Tuesday,19012.25,-133.75,DOWN,180.00,-6.50,186.50,negative,-3.12,,-153.92,778.90,BEARISH,-36.25,-102.50,53.00,-29.75
2024-09-04,Wednesday,18957.00,-70.00,DOWN,178.75,49.00,129.75,negative,-3.17,,436.67,1621.15,BULLISH,-35.50,8.25,33.50,-83.50
2024-09-05,Thursday,18975.50,-46.50,DOWN,269.25,-3.25,272.50,negative,-2.89,1908.68,459.49,1597.84,BEARISH,-8.75,-36.50,-145.50,204.00
2024-09-09,Monday,18688.50,69.75,UP,195.75,89.50,106.25,negative,-3.00,,381.27,2115.17,BULLISH,-13.25,-88.25,19.25,115.25
2024-09-10,Tuesday,18855.50,46.75,UP,222.50,72.00,150.50,negative,-2.38,,352.22,264.56,BEARISH,-1.00,-86.75,25.25,125.50
2024-09-11,Wednesday,19254.50,4.50,RANGE,116.50,88.25,28.25,neutral,0.74,-393.56,1168.42,270.25,BULLISH,2.50,66.00,-11.50,-38.25
2024-09-12,Thursday,19451.50,-42.25,DOWN,82.50,37.00,45.50,positive,2.16,1689.01,1148.23,515.71,BULLISH,34.25,-9.50,7.00,-44.00
2024-09-16,Monday,19670.50,124.50,UP,186.50,149.00,37.50,positive,1.21,1806.28,550.16,281.16,BULLISH,17.75,14.75,52.25,54.25
2024-09-17,Tuesday,19682.50,48.50,UP,78.75,53.50,25.25,positive,1.79,1847.47,350.83,272.78,BEARISH,19.50,-13.50,-4.75,44.75
2024-09-18,Wednesday,19583.75,468.50,UP,420.50,473.50,-53.00,positive,2.45,-239.09,51.81,363.76,BULLISH,114.25,117.00,54.25,116.00
2024-09-19,Thursday,20081.50,-46.50,DOWN,94.00,-6.50,100.50,strong_positive,5.49,1396.97,972.42,66.12,BEARISH,-17.25,-0.50,-25.50,13.25
2024-09-23,Monday,20076.50,57.75,UP,156.75,102.75,54.00,positive,1.50,1587.53,1370.54,292.21,BEARISH,5.75,36.00,59.50,-30.50
2024-09-24,Tuesday,20170.25,-29.25,DOWN,128.00,22.00,106.00,positive,2.50,1969.33,1470.68,191.51,BEARISH,-4.00,-81.25,-2.75,44.50
2024-09-25,Wednesday,20195.00,308.50,UP,306.00,343.00,-37.00,positive,2.87,1910.36,1494.80,167.44,BULLISH,35.25,141.75,49.50,36.50
2024-09-26,Thursday,20341.50,36.00,UP,160.75,54.25,106.50,positive,3.20,307.41,1637.47,25.11,BEARISH,-1.25,-24.75,-26.25,84.75
