date,quarter,kind,dir,entry,dist_lvl,level,stop,target,outcome,pnl,R,risk,mfe,mae
2025-06-02,2025Q2,R2,-1,21514.25,14.2,21500.0,21534.0,21484.62,stop,-21.25,-1.076,19.75,8.25,20.75
2025-06-03,2025Q2,R0,-1,21616.25,16.2,21600.0,21626.0,21601.62,stop,-11.25,-1.154,9.75,13.0,9.75
2025-06-03,2025Q2,R1,-1,21741.0,41.0,21700.0,21751.75,21724.88,stop,-12.25,-1.14,10.75,3.0,11.25
2025-06-05,2025Q2,R2,-1,21830.0,30.0,21800.0,21842.75,21810.88,stop,-14.25,-1.118,12.75,3.0,28.25
2025-06-05,2025Q2,R3,-1,21912.5,12.5,21900.0,21931.25,21884.38,stop,-20.25,-1.08,18.75,15.5,22.5
2025-06-06,2025Q2,R0,1,21779.75,20.2,21800.0,21770.75,21793.25,stop,-10.5,-1.167,9.0,11.25,10.5
2025-06-06,2025Q2,R0,-1,21860.0,60.0,21800.0,21866.5,21850.25,target,9.75,1.5,6.5,10.5,4.75
2025-06-09,2025Q2,R0,1,21785.75,14.2,21800.0,21746.75,21844.25,target,58.5,1.5,39.0,58.75,9.25
2025-06-10,2025Q2,R1,-1,21967.75,67.8,21900.0,21996.25,21925.0,target,42.75,1.5,28.5,44.0,0.75
2025-06-11,2025Q2,R2,1,21997.75,2.2,22000.0,21973.0,22034.88,stop,-26.25,-1.061,24.75,24.5,25.5
2025-06-11,2025Q2,R2,-1,22004.25,4.2,22000.0,22026.25,21971.25,target,33.0,1.5,22.0,34.25,2.5
2025-06-11,2025Q2,R2,-1,22058.5,58.5,22000.0,22070.25,22040.88,target,17.62,1.5,11.75,18.0,1.25
2025-06-12,2025Q2,R0,-1,21934.5,34.5,21900.0,21953.0,21906.75,stop,-20.0,-1.081,18.5,6.5,19.5
2025-06-13,2025Q2,R1,1,21791.0,9.0,21800.0,21752.0,21849.5,stop,-40.5,-1.038,39.0,10.75,40.0
2025-06-13,2025Q2,R1,-1,21834.25,34.2,21800.0,21847.0,21815.12,stop,-14.25,-1.118,12.75,17.75,13.25
2025-06-16,2025Q2,R1,1,22184.25,15.8,22200.0,22175.25,22197.75,stop,-10.5,-1.167,9.0,1.0,9.75
2025-06-16,2025Q2,R0,-1,22192.5,92.5,22100.0,22210.75,22165.12,stop,-19.75,-1.082,18.25,21.25,18.5
2025-06-16,2025Q2,R1,-1,22217.0,17.0,22200.0,22224.0,22206.5,target,10.5,1.5,7.0,11.25,5.0
2025-06-17,2025Q2,R1,1,22042.0,58.0,22100.0,22010.25,22089.62,stop,-33.25,-1.047,31.75,7.5,41.25
2025-06-17,2025Q2,R1,-1,22101.0,1.0,22100.0,22139.0,22044.0,timeout,-23.75,-0.625,38.0,22.5,29.75
2025-06-17,2025Q2,R1,1,22102.75,-2.8,22100.0,22074.5,22145.12,timeout,14.25,0.504,28.25,29.5,17.75
2025-06-18,2025Q2,R1,1,21977.25,22.8,22000.0,21972.25,21984.75,target,7.5,1.5,5.0,10.75,4.0
2025-06-18,2025Q2,R1,-1,21994.0,-6.0,22000.0,22030.25,21939.62,stop,-37.75,-1.041,36.25,4.0,36.5
2025-06-18,2025Q2,R1,-1,22075.5,75.5,22000.0,22101.75,22036.12,timeout,17.25,0.657,26.25,39.0,10.25
2025-06-19,2025Q2,R0,1,21691.0,9.0,21700.0,21674.75,21715.38,target,24.38,1.5,16.25,24.75,15.5
2025-06-19,2025Q2,R0,-1,21721.25,21.2,21700.0,21745.75,21684.5,timeout,18.25,0.745,24.5,29.75,14.75
2025-06-20,2025Q2,R0,1,21808.0,-8.0,21800.0,21772.0,21862.0,target,54.0,1.5,36.0,54.0,15.25
2025-06-20,2025Q2,R1,1,21808.0,92.0,21900.0,21772.0,21862.0,target,54.0,1.5,36.0,54.0,15.25
2025-06-20,2025Q2,R2,1,21808.0,192.0,22000.0,21772.0,21862.0,target,54.0,1.5,36.0,54.0,15.25
2025-06-23,2025Q2,R1,-1,21985.75,85.8,21900.0,22016.25,21940.0,stop,-32.0,-1.049,30.5,7.5,32.25
2025-06-23,2025Q2,R1,-1,22064.5,164.5,21900.0,22092.0,22023.25,target,41.25,1.5,27.5,41.5,21.0
2025-06-23,2025Q2,R2,-1,22064.5,64.5,22000.0,22092.0,22023.25,target,41.25,1.5,27.5,41.5,21.0
2025-06-24,2025Q2,R0,1,22272.0,28.0,22300.0,22262.0,22287.0,target,15.0,1.5,10.0,15.25,2.5
2025-06-24,2025Q2,R0,-1,22315.0,15.0,22300.0,22330.0,22292.5,stop,-16.5,-1.1,15.0,20.75,15.0
2025-06-24,2025Q2,R0,-1,22321.25,21.2,22300.0,22331.5,22305.88,stop,-11.75,-1.146,10.25,14.25,11.5
2025-06-25,2025Q2,R1,1,22492.0,8.0,22500.0,22475.25,22517.12,stop,-18.25,-1.09,16.75,3.0,18.25
2025-06-26,2025Q2,R0,1,22511.25,-11.2,22500.0,22472.0,22570.12,target,58.88,1.5,39.25,61.25,0.5
