date,book_pnl,book_cum
2026-02-20,-45.0,215215.0
2026-02-23,-5410.0,209805.0
2026-02-24,-465.0,209340.0
2026-02-25,-50.0,209290.0
2026-02-26,645.0,209935.0
2026-03-02,4865.0,214800.0
2026-03-03,-85.0,214715.0
2026-03-04,-770.0,213945.0
2026-03-09,16420.0,230365.0
2026-03-12,-355.0,230010.0
2026-03-13,1395.0,231405.0
2026-03-16,30.0,231435.0
2026-03-18,430.0,231865.0
2026-03-20,695.0,232560.0
2026-03-23,-2355.0,230205.0
2026-03-26,825.0,231030.0
2026-03-27,190.0,231220.0
2026-03-30,-6760.0,224460.0
2026-03-31,470.0,224930.0
2026-04-02,100.0,225030.0
2026-04-06,1400.0,226430.0
2026-04-08,4395.0,230825.0
2026-04-13,4920.0,235745.0
2026-04-14,1405.0,237150.0
2026-04-15,625.0,237775.0
2026-04-20,-1800.0,235975.0
2026-04-22,-1705.0,234270.0
2026-04-23,-1095.0,233175.0
2026-04-24,-1625.0,231550.0
2026-04-27,340.0,231890.0
2026-05-01,1450.0,233340.0
2026-05-04,-1710.0,231630.0
2026-05-05,-2025.0,229605.0
2026-05-06,-2275.0,227330.0
2026-05-08,420.0,227750.0
2026-05-11,1330.0,229080.0
2026-05-12,-1785.0,227295.0
2026-05-13,1020.0,228315.0
2026-05-14,-260.0,228055.0
2026-05-18,-7110.0,220945.0
2026-05-20,780.0,221725.0
2026-05-28,205.0,221930.0
2026-06-01,4525.0,226455.0
2026-06-04,720.0,227175.0
2026-06-05,540.0,227715.0
2026-06-08,-4850.0,222865.0
2026-06-09,11920.0,234785.0
2026-06-10,1060.0,235845.0
2026-06-11,3130.0,238975.0
2026-06-15,3825.0,242800.0
