trade_date,year,dow,regime,fh_prog,fh_loc,fh_net,fh_rng,fh_open,fh_close,fh_high,fh_low,atr14_prior,gap,on_range,rod_drift,rod_mfe_up,rod_mfe_dn,rod_close,pm_texture,pm_drift,fh_dir
2022-04-01,2022,4,STR,0.4574,0.2813,-57.4,125.5,14899.2,14841.8,14932.0,14806.5,358.44642857142856,29.25,84.5,18.0,57.2,116.8,14859.8,TREND_UP,115.3,-1
2022-04-04,2022,0,ONEWAY_UP,0.8138,0.877,150.8,185.3,14895.2,15046.0,15068.8,14883.5,344.375,35.5,138.0,118.8,121.0,21.8,15164.8,TREND_UP,67.3,1
2022-04-05,2022,1,ONEWAY_DOWN,0.6925,0.1532,-139.2,201.0,15105.2,14966.0,15136.2,14935.2,331.6607142857143,-59.5,97.75,-134.5,19.8,185.8,14831.5,DRIFT_DOWN,-61.0,-1
2022-04-06,2022,2,ONEWAY_DOWN,0.7464,0.0363,-139.8,187.3,14602.8,14463.0,14643.5,14456.2,322.9107142857143,-228.75,280.0,42.5,189.8,68.2,14505.5,CHOP,58.5,-1
2022-04-07,2022,3,BTD,0.3266,0.3804,48.6,148.8,14467.2,14515.8,14608.0,14459.2,334.5892857142857,-38.25,170.25,27.0,118.0,198.8,14542.8,DRIFT_UP,184.6,1
2022-04-08,2022,4,STR,0.3713,0.5752,-61.0,164.3,14468.0,14407.0,14476.8,14312.5,324.5357142857143,-74.75,181.25,-70.8,91.2,96.5,14336.2,TREND_DOWN,-144.3,-1
2022-04-11,2022,0,STR,0.5786,0.1335,-78.0,134.8,14158.2,14080.2,14197.0,14062.2,328.01785714285717,-178.0,254.0,-79.7,51.0,95.4,14000.5,TREND_DOWN,-90.3,-1
2022-04-12,2022,1,CHOP,0.0608,0.4669,-10.0,164.5,14199.8,14189.8,14277.5,14113.0,328.01785714285717,199.25,381.5,-248.0,12.2,308.6,13941.8,TREND_DOWN,-161.0,-1
2022-04-13,2022,2,SWEEP_REVERT_BULL,0.681,0.8612,120.2,176.5,13952.8,14073.0,14097.5,13921.0,339.57142857142856,11.0,173.25,148.8,193.5,30.8,14221.8,DRIFT_UP,34.8,1
2022-04-14,2022,3,ONEWAY_DOWN,0.7547,0.1386,-161.2,213.6,14224.0,14062.8,14246.8,14033.2,340.30357142857144,2.25,120.0,-169.3,24.0,177.3,13893.5,DRIFT_DOWN,-89.7,-1
2022-04-18,2022,0,ONEWAY_UP,0.7425,0.8746,130.3,175.5,13850.2,13980.5,14002.5,13827.0,350.5,-43.25,174.25,-63.5,16.7,194.5,13917.0,DRIFT_UP,99.8,1
2022-04-19,2022,1,ONEWAY_UP,0.7803,0.9394,206.0,264.0,13875.5,14081.5,14097.5,13833.5,346.48214285714283,-41.5,191.0,130.7,160.5,3.0,14212.2,DRIFT_UP,55.7,1
2022-04-20,2022,2,STR,0.6143,0.3076,-143.0,232.8,14251.8,14108.8,14270.0,14037.2,353.75,39.5,255.75,-105.3,40.0,152.3,14003.5,DRIFT_DOWN,-49.7,-1
2022-04-21,2022,3,SWEEP_REVERT_BEAR,0.0018,0.3373,-0.3,167.2,14172.5,14172.2,14283.0,14115.8,360.2857142857143,169.0,139.25,-450.2,20.0,492.2,13722.0,TREND_DOWN,-190.5,-1
2022-04-22,2022,4,ONEWAY_DOWN,0.6915,0.04,-134.7,194.8,13725.5,13590.8,13777.8,13583.0,380.125,3.5,168.75,-234.0,82.7,250.8,13356.8,TREND_DOWN,-134.0,-1
2022-04-25,2022,0,ONEWAY_UP,0.6053,0.9152,103.5,171.0,13289.0,13392.5,13407.0,13236.0,394.8392857142857,-67.75,176.0,138.3,150.7,152.3,13530.8,TREND_UP,188.8,1
2022-04-26,2022,1,ONEWAY_DOWN,0.817,0.1562,-231.2,283.0,13443.2,13212.0,13450.8,13167.8,394.35714285714283,-87.5,156.0,-203.0,17.8,205.8,13009.0,TREND_DOWN,-209.0,-1
2022-04-27,2022,2,SWEEP_REVERT_BEAR,0.1882,0.0581,-58.3,309.7,13021.8,12963.5,13255.2,12945.5,405.76785714285717,12.75,305.25,38.3,268.0,33.3,13001.8,TREND_DOWN,-186.7,-1
2022-04-28,2022,3,ONEWAY_DOWN,0.6765,0.0106,-147.0,217.3,13212.8,13065.8,13280.8,13063.5,399.375,211.0,214.5,397.2,476.2,32.8,13463.0,DRIFT_UP,106.0,-1
2022-04-29,2022,4,SWEEP_REVERT_BEAR,0.2606,0.0683,-56.5,216.8,13287.5,13231.0,13433.0,13216.2,413.10714285714283,-175.5,242.75,-375.8,24.0,399.2,12855.2,TREND_DOWN,-218.8,-1
2022-05-02,2022,0,SWEEP_REVERT_BULL,0.5636,0.9535,141.7,251.4,12840.8,12982.5,12994.2,12742.8,432.35714285714283,-14.5,214.25,87.7,99.5,272.7,13070.2,TREND_UP,259.2,1
2022-05-03,2022,1,CHOP,0.0131,0.5569,-2.4,183.7,13073.2,13070.8,13152.2,12968.5,430.57142857142856,3.0,169.25,19.0,113.0,94.3,13089.8,CHOP,6.3,-1
2022-05-04,2022,2,ONEWAY_DOWN,0.7893,0.1703,-144.6,183.2,13106.8,12962.2,13114.2,12931.0,417.1607142857143,17.0,75.25,570.8,593.0,79.2,13533.0,TREND_UP,431.5,-1
2022-05-05,2022,3,ONEWAY_DOWN,0.9628,0.0263,-329.0,341.7,13342.5,13013.5,13346.2,13004.5,440.5,-190.5,215.25,-154.7,14.7,308.3,12858.8,CHOP,-46.2,-1
2022-05-06,2022,4,CHOP,0.1446,0.605,-46.5,321.5,12760.0,12713.5,12840.5,12519.0,471.35714285714283,-98.75,186.5,-20.3,215.3,147.3,12693.2,DRIFT_DOWN,-169.3,-1
2022-05-09,2022,0,STR,0.4852,0.0062,-101.7,209.6,12449.2,12347.5,12555.8,12346.2,481.125,-244.0,293.5,-150.7,72.0,212.3,12196.8,DRIFT_DOWN,-90.0,-1
2022-05-10,2022,1,SWEEP_REVERT_BEAR,0.324,0.4364,-68.3,210.8,12496.5,12428.2,12547.0,12336.2,487.4107142857143,299.75,415.75,-85.7,91.3,258.2,12342.5,DRIFT_UP,111.3,-1
2022-05-11,2022,2,BTD,0.406,0.7053,135.0,332.5,12245.5,12380.5,12478.5,12146.0,494.7857142857143,-97.0,452.0,-405.7,34.0,442.0,11974.8,TREND_DOWN,-161.2,1
2022-05-12,2022,3,SWEEP_REVERT_BULL,0.542,0.8214,191.2,352.8,11791.8,11983.0,12046.0,11693.2,495.625,-183.0,316.75,-35.0,149.8,294.0,11948.0,CHOP,39.0,1
2022-05-13,2022,4,ONEWAY_UP,0.6898,0.935,189.0,274.0,12132.0,12321.0,12338.8,12064.8,495.82142857142856,184.0,316.0,63.5,111.0,102.5,12384.5,CHOP,0.3,1
2022-05-16,2022,0,SWEEP_REVERT_BULL,0.3186,0.9476,54.7,171.7,12311.5,12366.2,12375.2,12203.5,508.76785714285717,-73.0,268.5,-118.7,36.8,176.0,12247.5,CHOP,9.0,1
2022-05-17,2022,1,ONEWAY_DOWN,0.6388,0.0249,-84.7,132.6,12491.2,12406.5,12535.8,12403.2,489.55357142857144,243.75,310.0,156.7,171.5,78.0,12563.2,DRIFT_UP,97.0,-1
2022-05-18,2022,2,ONEWAY_DOWN,0.6473,0.0655,-71.2,110.0,12368.2,12297.0,12399.8,12289.8,487.19642857142856,-195.0,236.25,-356.2,20.5,409.5,11940.8,TREND_DOWN,-191.7,-1
2022-05-19,2022,3,CHOP,0.2131,0.5355,45.6,214.0,11864.2,11909.8,12009.2,11795.2,501.30357142857144,-76.5,249.5,-33.6,167.0,59.0,11876.2,DRIFT_DOWN,-55.6,1
2022-05-20,2022,4,STR,0.4611,0.3877,-81.7,177.2,12026.2,11944.5,12053.0,11875.8,484.98214285714283,150.0,201.75,-109.0,8.0,453.3,11835.5,TREND_UP,259.5,-1
2022-05-23,2022,0,SWEEP_REVERT_BULL,0.063,0.5844,12.2,193.7,11884.8,11897.0,11977.5,11783.8,501.64285714285717,49.25,187.75,137.8,157.0,59.0,12034.8,DRIFT_UP,50.8,1
2022-05-24,2022,1,ONEWAY_DOWN,0.6285,0.2573,-170.5,271.3,11816.5,11646.0,11847.5,11576.2,505.57142857142856,-218.25,164.5,135.8,185.8,56.5,11781.8,DRIFT_UP,82.6,-1
2022-05-25,2022,2,ONEWAY_UP,0.9426,0.9929,172.3,182.8,11717.2,11889.5,11890.8,11708.0,481.9642857142857,-64.5,220.5,60.0,146.5,119.0,11949.5,DRIFT_UP,110.7,1
2022-05-26,2022,3,ONEWAY_UP,0.8228,0.8693,244.2,296.8,11912.8,12157.0,12195.8,11899.0,447.76785714285717,-36.75,172.25,118.0,186.0,30.8,12275.0,DRIFT_DOWN,-42.8,1
2022-05-27,2022,4,ONEWAY_UP,0.8698,0.9003,157.0,180.5,12407.5,12564.5,12582.5,12402.0,453.8392857142857,132.5,215.0,117.7,118.7,57.0,12682.2,TREND_UP,96.2,1
2022-05-31,2022,1,STR,0.5303,0.4159,-110.3,208.0,12676.8,12566.5,12688.0,12480.0,451.40384615384613,-133.25,231.0,78.7,202.0,6.0,12645.2,DRIFT_DOWN,-87.0,-1
2022-06-01,2022,2,SWEEP_REVERT_BEAR,0.5544,0.0322,-120.7,217.7,12733.5,12612.8,12823.5,12605.8,430.71153846153845,88.25,161.25,-62.8,52.7,158.0,12550.0,DRIFT_UP,51.8,-1
2022-06-02,2022,3,SWEEP_REVERT_BULL,0.1211,0.4368,23.0,190.0,12502.5,12525.5,12632.5,12442.5,424.9423076923077,-47.5,167.5,368.7,373.7,9.3,12894.2,TREND_UP,107.0,1
2022-06-03,2022,4,STR,0.2893,0.2377,-35.3,122.0,12673.5,12638.2,12731.2,12609.2,418.5,-220.75,274.5,-84.2,8.0,135.2,12554.0,DRIFT_DOWN,-52.2,-1
2022-06-06,2022,0,BTD,0.2857,0.7839,39.0,136.5,12741.5,12780.5,12810.0,12673.5,428.78846153846155,187.5,239.0,-180.3,26.3,247.7,12600.2,CHOP,-4.8,1
2022-06-07,2022,1,SWEEP_REVERT_BULL,0.7128,0.9499,133.8,187.7,12457.0,12590.8,12600.2,12412.5,424.09615384615387,-143.25,188.75,120.7,149.4,28.8,12711.5,TREND_UP,86.0,1
2022-06-08,2022,2,BTD,0.337,0.6347,52.4,155.5,12673.8,12726.2,12783.0,12627.5,394.96153846153845,-37.75,98.0,-107.2,47.8,147.0,12619.0,DRIFT_DOWN,-27.0,1
2022-06-09,2022,3,SWEEP_REVERT_BULL,0.7084,0.9562,105.2,148.5,12542.8,12648.0,12654.5,12506.0,381.96153846153845,-76.25,197.75,-376.8,25.2,378.0,12271.2,TREND_DOWN,-316.6,1
2022-06-10,2022,4,ONEWAY_DOWN,0.7402,0.0577,-175.8,237.5,12042.0,11866.2,12090.0,11852.5,370.46153846153845,-229.25,340.25,-29.2,107.3,43.2,11837.0,CHOP,-24.2,-1
2022-06-13,2022,0,STR,0.3542,0.0745,-68.0,192.0,11494.8,11426.8,11604.5,11412.5,389.34615384615387,,316.0,-100.6,131.7,141.6,11326.2,DRIFT_DOWN,-120.8,-1
2022-06-14,2022,1,ONEWAY_DOWN,0.7478,0.0702,-111.8,149.5,11414.8,11303.0,11442.0,11292.5,400.53846153846155,88.5,190.25,47.5,152.2,67.0,11350.5,CHOP,-7.0,-1
2022-06-15,2022,2,BTD,0.3503,0.5902,40.0,114.2,11487.2,11527.2,11574.0,11459.8,395.5,136.75,158.25,104.6,267.0,156.0,11631.8,DRIFT_UP,139.3,1
2022-06-16,2022,3,ONEWAY_DOWN,0.6199,0.2384,-91.0,146.8,11329.0,11238.0,11349.8,11203.0,390.96153846153845,-302.75,505.75,-72.0,6.5,169.5,11166.0,CHOP,-30.0,-1
2022-06-17,2022,4,CHOP,0.0542,0.1024,9.0,166.0,11190.5,11199.5,11348.5,11182.5,409.7692307692308,24.5,159.25,92.7,196.5,80.5,11292.2,CHOP,0.0,1
2022-06-21,2022,1,ONEWAY_UP,0.8256,0.8529,157.2,190.4,11481.0,11638.2,11666.2,11475.8,404.4807692307692,60.25,148.5,-59.2,40.0,76.2,11579.0,TREND_DOWN,-50.2,1
2022-06-22,2022,2,ONEWAY_UP,0.8826,0.9695,237.6,269.2,11470.2,11707.8,11716.0,11446.8,397.63461538461536,-108.75,262.5,-149.6,38.0,168.3,11558.2,DRIFT_DOWN,-94.3,1
2022-06-23,2022,3,CHOP,0.0486,0.7694,-7.0,144.0,11660.8,11653.8,11687.0,11543.0,395.21153846153845,102.5,244.5,79.4,113.0,106.8,11733.2,TREND_UP,152.4,-1
2022-06-24,2022,4,ONEWAY_UP,0.8104,0.8543,197.5,243.7,11849.5,12047.0,12082.5,11838.8,384.75,116.25,191.0,100.8,101.2,77.8,12147.8,TREND_UP,120.8,1
2022-06-27,2022,0,ONEWAY_DOWN,0.7979,0.0827,-152.4,191.0,12189.2,12036.8,12212.0,12021.0,398.63461538461536,41.5,189.5,8.0,114.7,42.6,12044.8,DRIFT_DOWN,-49.0,-1
2022-06-28,2022,1,SWEEP_REVERT_BEAR,0.304,0.0455,-51.5,169.4,12064.0,12012.5,12174.2,12004.8,394.0192307692308,19.25,192.75,-338.5,4.0,345.0,11674.0,TREND_DOWN,-143.8,-1
2022-06-29,2022,2,SWEEP_REVERT_BULL,0.1095,0.6825,20.0,182.7,11669.2,11689.2,11747.2,11564.5,417.3269230769231,-4.75,107.0,-0.7,59.8,85.0,11688.5,DRIFT_UP,36.0,1
2022-06-30,2022,3,ONEWAY_DOWN,0.6962,0.1646,-165.0,237.0,11555.0,11390.0,11588.0,11351.0,396.4423076923077,-133.5,235.5,148.0,295.0,9.5,11538.0,DRIFT_DOWN,-97.5,-1
2022-07-01,2022,4,SWEEP_REVERT_BEAR,0.1583,0.1573,-31.7,200.2,11480.2,11448.5,11617.2,11417.0,383.36538461538464,-57.75,174.25,164.0,181.3,47.5,11612.5,TREND_UP,176.5,-1
2022-07-05,2022,1,SWEEP_REVERT_BULL,0.3598,0.8575,46.7,129.8,11453.8,11500.5,11519.0,11389.2,370.5,-100.25,317.0,312.7,314.3,32.7,11813.2,TREND_UP,229.2,1
2022-07-06,2022,2,SWEEP_REVERT_BEAR,0.0529,0.5058,-6.8,128.5,11825.8,11819.0,11882.5,11754.0,369.6458333333333,12.5,146.0,66.8,155.2,65.8,11885.8,DRIFT_UP,63.3,-1
2022-07-07,2022,3,ONEWAY_UP,0.8743,0.8802,116.8,133.6,11919.0,12035.8,12051.8,11918.2,331.375,33.25,128.0,100.2,132.7,23.0,12136.0,DRIFT_UP,34.0,1
2022-07-08,2022,4,ONEWAY_UP,0.6849,0.9501,100.2,146.3,12017.0,12117.2,12124.5,11978.2,335.9583333333333,-119.0,178.25,38.3,93.8,78.7,12155.5,TREND_UP,95.5,1
2022-07-11,2022,0,ONEWAY_DOWN,0.6561,0.2883,-137.0,208.8,12050.2,11913.2,12061.8,11853.0,330.0,-105.25,153.25,-22.2,91.6,55.2,11891.0,DRIFT_DOWN,-39.0,-1
2022-07-12,2022,1,SWEEP_REVERT_BEAR,0.4685,0.1596,-103.3,220.5,11943.5,11840.2,12025.5,11805.0,331.3076923076923,52.5,194.5,-62.0,101.8,128.2,11778.2,DRIFT_DOWN,-136.3,-1
2022-07-13,2022,2,ONEWAY_UP,0.6946,0.8113,123.3,177.5,11543.2,11666.5,11700.0,11522.5,322.71153846153845,-235.0,490.75,89.0,188.0,17.3,11755.5,DRIFT_DOWN,-63.5,1
2022-07-14,2022,3,STR,0.5061,0.2499,-87.7,173.3,11642.2,11554.5,11684.5,11511.2,336.90384615384613,-113.25,164.25,245.0,280.5,21.7,11799.5,TREND_UP,147.5,-1
2022-07-15,2022,4,BTD,0.3253,0.8403,44.4,136.5,11923.8,11968.2,11990.0,11853.5,326.15384615384613,124.25,192.5,40.8,45.0,58.7,12009.0,TREND_UP,55.0,1
2022-07-18,2022,0,CHOP,0.0134,0.3692,1.3,96.7,12124.2,12125.5,12186.5,12089.8,326.5576923076923,115.25,152.25,-218.5,58.7,268.5,11907.0,TREND_DOWN,-236.8,1
2022-07-19,2022,1,CHOP,0.241,0.9024,24.7,102.5,12060.8,12085.5,12095.5,11993.0,312.9230769230769,153.75,174.25,183.5,201.5,8.5,12269.0,TREND_UP,61.0,1
2022-07-20,2022,2,ONEWAY_UP,0.7469,0.978,101.8,136.3,12289.0,12390.8,12393.8,12257.5,329.3076923076923,20.0,122.75,75.2,126.7,32.8,12466.0,CHOP,7.0,1
2022-07-21,2022,3,STR,0.5218,0.1342,-87.5,167.7,12483.5,12396.0,12541.2,12373.5,324.38461538461536,17.5,165.0,249.0,250.0,15.0,12645.0,DRIFT_UP,38.0,-1
2022-07-22,2022,4,SWEEP_REVERT_BEAR,0.1349,0.2762,-21.0,155.7,12606.8,12585.8,12698.5,12542.8,326.2692307692308,-38.25,95.75,-161.6,26.4,242.0,12424.2,CHOP,-4.0,-1
2022-07-25,2022,0,STR,0.5897,0.2833,-92.0,156.0,12424.2,12332.2,12444.0,12288.0,328.30357142857144,0.0,114.5,23.3,74.8,65.7,12355.5,CHOP,-24.0,-1
2022-07-26,2022,1,ONEWAY_DOWN,0.8259,0.0607,-92.5,112.0,12278.5,12186.0,12291.2,12179.2,314.48214285714283,-77.0,83.0,-75.8,17.8,111.2,12110.2,DRIFT_DOWN,-29.3,-1
2022-07-27,2022,2,ONEWAY_UP,0.6816,0.8462,107.7,158.0,12302.5,12410.2,12434.5,12276.5,315.39285714285717,192.25,139.5,205.3,279.8,22.7,12615.5,TREND_UP,186.5,1
2022-07-28,2022,3,SWEEP_REVERT_BEAR,0.6599,0.105,-133.3,202.0,12606.5,12473.2,12654.0,12452.0,327.26785714285717,-9.0,146.0,265.6,291.3,24.2,12738.8,TREND_UP,94.8,-1
2022-07-29,2022,4,SWEEP_REVERT_BULL,0.604,0.9218,112.7,186.6,12803.5,12916.2,12930.8,12744.2,331.3392857142857,64.75,148.0,55.8,95.8,130.0,12972.0,DRIFT_UP,75.5,1
2022-08-01,2022,0,SWEEP_REVERT_BULL,0.3965,0.6054,85.8,216.4,12897.0,12982.8,13068.2,12851.8,329.26785714285717,-75.0,120.0,-19.8,126.0,85.3,12963.0,DRIFT_DOWN,-47.8,1
2022-08-02,2022,1,BTD,0.2975,0.625,40.7,136.8,12864.8,12905.5,12956.8,12820.0,325.23214285714283,-98.25,161.0,17.0,191.5,26.7,12922.5,TREND_DOWN,-152.0,1
2022-08-03,2022,2,ONEWAY_UP,0.742,0.7621,136.3,183.7,12993.2,13129.5,13173.2,12989.5,310.3392857142857,70.75,149.5,142.7,180.7,68.7,13272.2,CHOP,14.4,1
2022-08-04,2022,3,STR,0.3163,0.0837,-34.0,107.5,13274.5,13240.5,13339.0,13231.5,318.85714285714283,2.25,128.75,90.3,106.3,55.7,13330.8,TREND_UP,81.3,-1
2022-08-05,2022,4,ONEWAY_UP,0.7959,0.8148,155.6,195.5,13118.2,13273.8,13310.0,13114.5,311.5892857142857,-212.5,277.5,-47.6,3.0,188.8,13226.2,DRIFT_UP,26.4,1
2022-08-08,2022,0,BTD,0.4957,0.6677,92.8,187.2,13264.2,13357.0,13419.2,13232.0,309.44642857142856,38.0,181.25,-175.2,29.8,236.5,13181.8,CHOP,-14.4,1
2022-08-09,2022,1,STR,0.5432,0.3763,-75.5,139.0,13101.0,13025.5,13112.2,12973.2,302.39285714285717,-80.75,157.25,6.5,41.7,62.3,13032.0,DRIFT_UP,47.8,-1
2022-08-10,2022,2,STR,0.5009,0.3729,-58.7,117.2,13340.2,13281.5,13355.0,13237.8,301.5892857142857,308.25,393.0,112.0,126.5,10.0,13393.5,DRIFT_UP,51.7,-1
2022-08-11,2022,3,BTD,0.2845,0.569,34.0,119.5,13489.5,13523.5,13575.0,13455.5,312.55357142857144,96.0,140.25,-206.0,25.3,238.5,13317.5,TREND_DOWN,-105.0,1
2022-08-12,2022,4,BTD,0.3166,0.7357,32.7,103.3,13402.5,13435.2,13462.5,13359.2,307.92857142857144,85.0,105.25,144.3,148.0,50.2,13579.5,TREND_UP,98.0,1
2022-08-15,2022,0,BTD,0.3161,0.322,31.7,100.3,13534.8,13566.5,13634.5,13534.2,310.73214285714283,-44.75,79.25,118.7,139.5,25.5,13685.2,DRIFT_UP,19.2,1
2022-08-16,2022,1,ONEWAY_DOWN,0.7607,0.0665,-76.6,100.7,13641.8,13565.2,13659.2,13558.5,307.26785714285717,-43.5,61.5,88.6,175.6,42.4,13653.8,CHOP,3.8,-1
2022-08-17,2022,2,STR,0.2832,0.2323,-28.4,100.3,13517.2,13488.8,13565.8,13465.5,287.25,-136.5,166.25,7.4,127.2,82.6,13496.2,CHOP,18.0,-1
2022-08-18,2022,3,STR,0.2848,0.5809,-22.7,79.7,13491.5,13468.8,13502.2,13422.5,283.69642857142856,-4.75,148.25,60.0,106.7,15.0,13528.8,CHOP,17.0,-1
2022-08-19,2022,4,ONEWAY_DOWN,0.7178,0.1006,-103.5,144.2,13399.0,13295.5,13425.2,13281.0,276.3392857142857,-129.75,176.25,-32.3,15.7,66.7,13263.2,DRIFT_DOWN,-33.0,-1
2022-08-22,2022,0,ONEWAY_DOWN,0.7849,0.1209,-100.0,127.4,13080.2,12980.2,13092.2,12964.8,279.82142857142856,-183.0,179.75,-64.0,26.6,105.7,12916.2,DRIFT_DOWN,-60.8,-1
2022-08-23,2022,1,BTD,0.3593,0.5705,54.8,152.5,12898.2,12953.0,13018.5,12866.0,284.80357142857144,-18.0,141.5,-53.5,33.8,78.0,12899.5,DRIFT_DOWN,-34.7,1
2022-08-24,2022,2,BTD,0.5865,0.8424,57.3,97.7,12876.5,12933.8,12949.2,12851.5,267.0892857142857,-23.0,112.25,0.4,77.4,26.0,12934.2,CHOP,-11.0,1
2022-08-25,2022,3,ONEWAY_UP,0.6201,0.9462,86.5,139.5,13007.5,13094.0,13101.5,12962.0,268.10714285714283,73.25,160.5,65.0,67.5,96.8,13159.0,TREND_UP,129.8,1
2022-08-26,2022,4,ONEWAY_DOWN,0.6689,0.1105,-159.2,238.0,13146.0,12986.8,13198.5,12960.5,263.60714285714283,-13.0,151.5,-367.8,0.4,370.6,12619.0,TREND_DOWN,-184.5,-1
2022-08-29,2022,0,BTD,0.4589,0.6469,60.3,131.4,12503.5,12563.8,12610.2,12478.8,285.39285714285717,-115.5,132.5,-69.0,42.2,115.6,12494.8,DRIFT_DOWN,-66.7,1
2022-08-30,2022,1,ONEWAY_DOWN,0.784,0.0997,-159.7,203.7,12563.5,12403.8,12587.2,12383.5,280.98214285714283,68.75,174.75,-50.3,9.2,156.3,12353.5,DRIFT_UP,38.3,-1
2022-08-31,2022,2,SWEEP_REVERT_BEAR,0.6696,0.071,-92.4,138.0,12477.2,12384.8,12513.0,12375.0,279.89285714285717,123.75,151.25,-103.3,37.2,108.6,12281.5,DRIFT_DOWN,-63.7,-1
2022-09-01,2022,3,CHOP,0.0421,0.5538,-5.4,128.2,12172.2,12166.8,12224.0,12095.8,276.0892857142857,-109.25,180.25,118.4,132.7,149.0,12285.2,TREND_UP,246.0,-1
2022-09-02,2022,4,CHOP,0.0119,0.9404,1.7,142.5,12404.8,12406.5,12415.0,12272.5,276.8392857142857,119.5,188.5,-296.3,55.0,366.3,12110.2,DRIFT_DOWN,-125.3,1
2022-09-06,2022,1,STR,0.5615,0.2678,-134.2,239.0,12128.2,11994.0,12169.0,11930.0,297.5576923076923,-7.75,132.5,27.8,149.5,30.0,12021.8,DRIFT_DOWN,-37.0,-1
2022-09-07,2022,2,BTD,0.3242,0.4286,32.0,98.7,12039.8,12071.8,12128.2,12029.5,301.3076923076923,18.0,156.25,190.2,234.4,23.0,12262.0,TREND_UP,104.8,1
2022-09-08,2022,3,SWEEP_REVERT_BULL,0.4409,0.7918,75.4,171.0,12175.8,12251.2,12286.8,12115.8,318.2307692307692,-86.25,180.5,75.0,128.3,113.4,12326.2,TREND_UP,97.2,1
2022-09-09,2022,4,ONEWAY_UP,0.8481,0.8581,110.0,129.7,12416.8,12526.8,12545.2,12415.5,315.0,90.5,152.25,63.0,87.0,16.3,12589.8,DRIFT_UP,15.3,1
2022-09-12,2022,0,ONEWAY_UP,0.7914,0.8649,93.7,118.4,12728.5,12822.2,12838.2,12719.8,309.78846153846155,,182.5,3.0,8.6,100.2,12825.2,DRIFT_UP,27.4,1
2022-09-13,2022,1,STR,0.5324,0.1116,-79.7,149.7,12455.2,12375.5,12508.5,12358.8,315.1730769230769,-370.0,559.25,-255.7,18.0,293.3,12119.8,TREND_DOWN,-173.4,-1
2022-09-14,2022,2,STR,0.566,0.0538,-65.2,115.2,12170.2,12105.0,12214.0,12098.8,370.5,50.5,139.5,112.5,148.0,12.2,12217.5,CHOP,-9.7,-1
2022-09-15,2022,3,CHOP,0.1509,0.0409,-19.2,127.2,12131.2,12112.0,12234.0,12106.8,365.59615384615387,-86.25,142.75,-107.8,38.8,174.5,12004.2,DRIFT_DOWN,-66.3,-1
2022-09-16,2022,4,CHOP,0.176,0.6365,-18.3,104.0,11866.5,11848.2,11886.0,11782.0,344.63461538461536,-137.75,130.75,79.0,100.3,69.7,11927.2,DRIFT_UP,85.2,-1
2022-09-19,2022,0,ONEWAY_UP,0.7892,0.8225,94.7,120.0,11819.8,11914.5,11935.8,11815.8,342.2307692307692,-107.5,158.0,112.5,116.3,65.7,12027.0,TREND_UP,84.2,1
2022-09-20,2022,1,SWEEP_REVERT_BULL,0.2377,0.7213,14.5,61.0,11916.5,11931.0,11948.0,11887.0,328.9807692307692,-110.5,179.75,-5.5,92.2,102.8,11925.5,CHOP,-24.7,1
2022-09-21,2022,2,BTD,0.5574,0.959,34.0,61.0,11962.5,11996.5,11999.0,11938.0,331.09615384615387,37.0,128.25,-292.7,144.0,293.5,11703.8,TREND_DOWN,-278.0,1
2022-09-22,2022,3,STR,0.3578,0.2957,-41.5,116.0,11642.0,11600.5,11682.2,11566.2,343.0769230769231,-61.75,246.0,-37.5,84.7,90.5,11563.0,CHOP,-16.0,-1
2022-09-23,2022,4,STR,0.4179,0.5068,-55.5,132.8,11461.0,11405.5,11471.0,11338.2,332.6730769230769,-102.0,220.75,-31.7,21.0,176.5,11373.8,CHOP,18.0,-1
2022-09-26,2022,0,ONEWAY_UP,0.8602,0.9089,168.0,195.3,11352.0,11520.0,11537.8,11342.5,335.42857142857144,-21.75,165.25,-201.8,4.8,227.0,11318.2,DRIFT_DOWN,-54.6,1
2022-09-27,2022,1,SWEEP_REVERT_BEAR,0.2227,0.1779,-36.3,163.0,11470.5,11434.2,11568.2,11405.2,333.05357142857144,152.25,226.5,-101.4,70.0,200.7,11332.8,DRIFT_UP,32.0,-1
2022-09-28,2022,2,BTD,0.5307,0.9846,76.0,143.2,11331.0,11407.0,11409.2,11266.0,329.48214285714283,-1.75,251.0,146.8,206.5,27.0,11553.8,DRIFT_UP,76.3,1
2022-09-29,2022,3,ONEWAY_DOWN,0.7669,0.1706,-186.5,243.2,11387.0,11200.5,11402.2,11159.0,344.35714285714283,-166.75,234.75,31.3,74.0,109.0,11231.8,DRIFT_UP,49.3,-1
2022-09-30,2022,4,SWEEP_REVERT_BULL,0.5484,0.8775,72.5,132.2,11186.5,11259.0,11275.2,11143.0,358.0357142857143,-45.25,186.5,-228.8,98.2,234.8,11030.2,TREND_DOWN,-195.8,1
2022-10-03,2022,0,BTD,0.5769,0.9512,100.5,174.2,11105.0,11205.5,11214.0,11039.8,362.89285714285717,74.75,244.75,85.3,152.7,47.3,11290.8,DRIFT_UP,84.0,1
2022-10-04,2022,1,ONEWAY_UP,0.698,0.7098,106.8,153.0,11516.0,11622.8,11667.2,11514.2,331.6607142857143,225.25,272.25,21.0,52.2,98.6,11643.8,DRIFT_UP,42.8,1
